x,y,u,v,S
19.522466,-2.583573,0.984199,-0.001686,4.997799
19.678646,-2.299651,0.937778,-0.004842,4.733315
19.678646,-1.376057,0.976991,-0.031671,4.955237
19.678646,1.376166,0.904671,-0.011644,4.586402
19.727966,1.690823,0.904145,0.039795,4.570743
19.613269,1.987453,0.896212,0.032587,4.549140
19.613269,2.269564,0.898625,0.099527,4.579177
19.613269,2.573162,1.006292,0.060695,5.096321
19.613269,2.901648,1.064924,-0.007074,5.371265
19.522466,3.211965,1.050441,-0.011423,5.309614
19.387829,3.471666,1.033202,-0.010020,5.245938
19.522466,3.798527,1.033575,-0.010680,5.197105
19.387829,4.091438,1.021633,-0.012319,5.156276
19.387829,4.392236,1.016652,-0.016000,5.114804
19.167512,4.615556,0.999565,-0.014655,5.070516
19.387829,4.958567,1.006100,-0.011746,5.027858
19.167512,5.201407,0.991262,-0.007732,4.991222
19.387829,5.578069,1.000498,-0.004909,4.959328
19.167512,5.841018,0.987595,-0.003163,4.928699
19.167512,6.132110,0.986539,-0.002537,4.902192
19.167512,6.433583,0.985573,-0.002281,4.874642
19.167512,6.745550,0.984656,-0.002124,4.845795
18.741568,6.857509,0.962096,-0.001920,4.820914
19.167512,7.289070,0.983322,-0.001833,4.795137
19.167512,7.629448,0.982609,-0.001692,4.762988
18.741568,7.745046,0.960198,-0.001507,4.734979
19.167512,8.220690,0.981431,-0.001084,4.705747
18.741568,8.337826,0.959103,-0.000225,4.675685
18.741568,8.583168,0.958769,0.000570,4.651165
19.167512,9.098902,0.980102,0.001306,4.619309
18.741568,9.217090,0.957767,0.001743,4.585820
18.741568,9.478868,0.957291,0.002212,4.558050
19.622148,-8.815133,0.980935,0.000959,4.560098
19.186101,-8.311830,0.959531,0.001198,4.589048
19.622148,-8.194451,0.981846,0.001378,4.617314
19.186101,-7.719806,0.960585,0.001432,4.644784
19.622148,-7.604146,0.983024,0.001448,4.671277
19.186101,-7.157416,0.961810,0.001354,4.696876
19.622148,-7.044041,0.984360,0.001344,4.721563
19.622148,-6.722349,0.985246,0.001306,4.750076
19.622148,-6.411330,0.986209,0.001144,4.777452
19.622148,-6.110874,0.987223,0.000862,4.803613
19.622148,-5.820860,0.988306,0.000680,4.828702
19.622148,-5.541144,0.989442,0.000867,4.852696
19.847690,-5.288028,1.002174,0.001637,4.879128
19.622148,-4.927608,0.992166,0.002737,4.904106
19.847690,-4.694467,1.004982,0.004195,4.927555
19.847690,-4.378846,1.006550,0.005992,4.952365
19.847690,-4.079663,1.008039,0.007465,4.975005
19.985521,-3.788442,1.016580,0.007775,4.997731
19.847690,-3.463326,1.010800,0.004800,5.017036
19.985521,-3.205135,1.017281,-0.003463,5.025899
20.078477,-2.896519,1.019013,-0.027020,5.024917
19.985521,-2.583573,0.982204,-0.072193,4.887167
20.195895,-1.690318,0.950098,-0.069497,4.700543
20.145406,-1.376057,1.011520,-0.017158,5.010143
20.195895,-1.080905,0.937313,-0.061464,4.644427
20.078477,2.573162,1.072394,-0.015612,5.298245
20.078477,2.901648,1.050475,-0.034340,5.180818
19.985521,3.211965,1.040021,-0.028166,5.139826
19.847690,3.471666,1.023100,-0.020559,5.078688
19.985521,3.798527,1.025236,-0.016402,5.040319
19.847690,4.091438,1.019857,-0.013711,5.033054
19.847690,4.392236,1.010557,-0.019349,4.972196
19.622148,4.615556,0.996145,-0.023015,4.943085
19.847690,4.958567,1.004575,-0.017253,4.911217
19.622148,5.201407,0.990843,-0.010592,4.881318
19.847690,5.578069,1.000671,-0.006832,4.853822
19.622148,5.841018,0.987916,-0.004505,4.825495
19.622148,6.132110,0.986881,-0.003587,4.800501
19.622148,6.433583,0.985937,-0.003205,4.774552
19.622148,6.745550,0.985044,-0.002921,4.747395
19.186101,6.857509,0.962439,-0.002608,4.723693
19.622148,7.289070,0.983649,-0.002401,4.699216
19.622148,7.629448,0.982922,-0.002172,4.668766
19.186101,7.745046,0.960525,-0.001946,4.642384
19.622148,8.220690,0.981853,-0.001420,4.615148
19.186101,8.337826,0.959554,-0.000435,4.586888
19.186101,8.583168,0.959130,0.000339,4.563266
19.636743,-7.719806,0.960857,0.002031,4.553898
20.083033,-7.604146,0.983398,0.002173,4.579401
19.636743,-7.157416,0.962283,0.002196,4.604130
20.083033,-7.044041,0.984965,0.002307,4.628054
20.083033,-6.722349,0.985966,0.002356,4.655573
20.083033,-6.411330,0.986995,0.002350,4.681800
20.083033,-6.110874,0.988123,0.002281,4.707117
20.083033,-5.820860,0.989379,0.002334,4.731716
20.083033,-5.541144,0.990753,0.002701,4.755608
20.313872,-5.288028,1.003899,0.003639,4.782583
20.083033,-4.927608,0.994293,0.004862,4.808346
20.313872,-4.694467,1.007569,0.006460,4.832738
20.313872,-4.378846,1.009708,0.008402,4.859097
20.313872,-4.079663,1.011953,0.010100,4.884307
20.454941,-3.788442,1.021957,0.011074,4.912881
20.313872,-3.463326,1.019245,0.010829,4.946393
20.454941,-3.205135,1.032367,0.007044,4.986306
20.550080,-2.896519,1.056426,-0.012905,5.090805
20.454941,-2.583573,1.024364,-0.039002,4.972031
20.550080,-1.986218,1.003032,-0.185039,4.940254
20.670256,-1.690318,0.930467,-0.178977,4.568747
20.670256,-1.080905,1.002014,-0.252193,4.991972
20.670256,-0.766316,0.982218,-0.262990,4.915849
20.550080,2.269564,0.959421,-0.121025,4.677255
20.550080,2.573162,1.000695,-0.101041,4.856379
20.550080,2.901648,1.015411,-0.064745,4.902560
20.454941,3.211965,1.016131,-0.043800,4.912080
20.313872,3.471666,1.005618,-0.029383,4.881736
20.454941,3.798527,1.009349,-0.022545,4.852763
20.313872,4.091438,1.001899,-0.020942,4.836054
20.313872,4.392236,1.000208,-0.022610,4.813789
20.083033,4.615556,0.989194,-0.024532,4.801851
20.313872,4.958567,1.002138,-0.018470,4.793372
20.083033,5.201407,0.990405,-0.012151,4.774391
20.313872,5.578069,1.000722,-0.008262,4.750619
20.083033,5.841018,0.988180,-0.005672,4.724777
20.083033,6.132110,0.987205,-0.004535,4.701393
20.083033,6.433583,0.986270,-0.004012,4.676883
20.083033,6.745550,0.985334,-0.003652,4.650988
19.636743,6.857509,0.962706,-0.003194,4.628490
20.083033,7.289070,0.983942,-0.002819,4.605432
20.083033,7.629448,0.983260,-0.002432,4.576849
19.636743,7.745046,0.960856,-0.002138,4.551901
20.362332,-6.991078,0.977856,0.003160,4.542053
20.362332,-6.671805,0.978925,0.003332,4.568570
20.362332,-6.363124,0.980074,0.003546,4.594113
20.362332,-6.064928,0.981402,0.003757,4.619185
20.362332,-5.777094,0.982869,0.004072,4.643664
20.362332,-5.499482,0.984446,0.004724,4.667462
20.633830,-5.257811,0.999593,0.006030,4.694513
20.362332,-4.890559,0.988567,0.007465,4.720769
20.633830,-4.667642,1.004017,0.009284,4.746165
20.633830,-4.353824,1.006606,0.011368,4.773626
20.633830,-4.056351,1.008982,0.013355,4.798523
20.800232,-3.770984,1.019609,0.015882,4.823871
20.633830,-3.443536,1.015743,0.017914,4.856310
20.800232,-3.190365,1.035057,0.017837,4.919388
20.912666,-2.885335,1.068751,-0.017780,5.063285
20.800232,-2.571667,1.082240,0.021045,5.164679
20.993723,-2.292011,0.985558,0.064757,4.676869
20.912666,-1.978549,0.984746,-0.007246,4.688044
20.993723,-1.371486,1.035639,-0.211318,5.024026
21.054929,-1.077753,0.943847,-0.280744,4.670772
20.912666,2.260801,0.970445,-0.090421,4.633567
20.912666,2.563227,1.013417,-0.057166,4.817599
20.912666,2.890445,0.995768,-0.054823,4.723859
20.800232,3.197164,0.990980,-0.044480,4.713711
20.633830,3.451828,0.981979,-0.030622,4.696125
20.800232,3.781022,0.991721,-0.023334,4.692260
20.633830,4.068059,0.985599,-0.020465,4.687416
20.633830,4.367137,0.988109,-0.020567,4.686013
20.362332,4.580853,0.978229,-0.019413,4.687894
20.633830,4.930233,0.993736,-0.016170,4.684813
20.362332,5.162299,0.981454,-0.012082,4.672494
20.633830,5.546194,0.994276,-0.008931,4.653681
20.362332,5.797101,0.980482,-0.006416,4.631250
20.362332,6.086004,0.979701,-0.005203,4.609904
20.362332,6.385210,0.978871,-0.004606,4.587074
20.362332,6.694831,0.978054,-0.004126,4.562992
19.840221,6.782152,0.952363,-0.003475,4.542143
20.955817,-5.820860,0.990523,0.006099,4.554377
20.955817,-5.541144,0.992271,0.007104,4.577852
21.196688,-5.288028,1.005909,0.008847,4.604648
20.955817,-4.927608,0.996837,0.010663,4.630823
21.196688,-4.694467,1.010833,0.012919,4.656385
21.196688,-4.378846,1.013877,0.015236,4.684807
21.196688,-4.079663,1.016881,0.016849,4.711545
21.343888,-3.788442,1.027513,0.019094,4.740816
21.196688,-3.463326,0.992958,0.033908,4.625885
21.343888,-3.205135,1.054547,0.053007,4.892132
21.443162,-2.896519,1.003628,0.038331,4.641668
21.343888,-2.583573,0.967386,0.135958,4.543755
21.514639,-2.299651,1.075810,0.140303,5.014145
21.443162,-1.986218,1.148833,0.043408,5.338541
21.568560,-1.690318,0.978736,-0.177120,4.597399
21.568560,0.766316,1.005457,-0.178239,4.731373
21.443162,2.269564,0.982249,-0.046528,4.560375
21.443162,2.573162,1.040904,-0.034474,4.822314
21.443162,2.901648,1.006462,-0.032768,4.653699
21.343888,3.798527,0.988432,-0.017541,4.560060
21.196688,4.091438,0.987849,-0.014709,4.576436
21.196688,4.392236,0.992210,-0.015106,4.584128
20.955817,4.615556,0.983896,-0.014650,4.585707
21.196688,4.958567,0.997369,-0.013323,4.582022
20.955817,5.201407,0.987248,-0.010978,4.572634
21.196688,5.578069,0.998916,-0.008769,4.557614
20.955817,5.841018,0.987315,-0.006738,4.538519
21.239579,-4.890559,0.988428,0.013893,4.535490
21.522773,-4.667642,1.004107,0.016745,4.559969
21.522773,-4.353824,1.007297,0.019802,4.588118
21.522773,-4.056351,1.010887,0.022310,4.616692
21.696344,-3.770984,1.024622,0.023682,4.654042
21.522773,-3.443536,0.992031,0.009036,4.551517
21.696344,-3.190365,1.067366,-0.030950,4.869274
21.813621,-2.885335,1.065730,-0.026105,4.844881
21.696344,-2.571667,1.033676,0.054547,4.737752
21.898170,-2.292011,1.037575,0.143562,4.757333
21.813621,-1.978549,1.145301,0.112134,5.253930
21.813621,2.260801,1.014719,0.085256,4.643284
21.813621,2.890445,1.027201,0.078720,4.681872
21.696344,3.197164,1.002595,0.024600,4.573039
22.255593,-3.788442,1.023920,0.033230,4.537879
22.102106,-3.463326,1.024486,0.037429,4.582419
22.255593,-3.205135,1.060761,0.020244,4.718453
22.359107,-1.986218,1.034083,0.154699,4.658010
22.359107,2.901648,1.074905,-0.016094,4.768016
22.255593,3.211965,1.049097,0.027754,4.667153
22.737608,2.260801,1.039404,-0.001047,4.548869
22.737608,2.563227,1.040042,0.050173,4.550602
22.737608,2.890445,1.114813,0.077509,4.875549
23.171971,2.260801,1.082689,0.103523,4.671536
23.171971,2.890445,1.136662,0.056990,4.873723
23.047391,3.197164,1.077283,0.021245,4.630773
23.611396,2.260801,1.094860,0.009009,4.616045
23.611396,2.563227,1.128653,-0.067189,4.760614
23.611396,2.890445,1.082970,-0.075335,4.563658
23.484453,3.197164,1.085057,-0.045419,4.582101
24.186670,2.269564,1.119535,0.113923,4.632283
24.186670,2.573162,1.154394,0.020911,4.746846
24.186670,2.901648,1.110208,0.010644,4.557693
24.581075,2.260801,1.144436,0.067075,4.644148
